setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18590.00
25,2022,20/06/2022,26/06/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2700.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10929.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,8.00,15468.00
12,2022,21/03/2022,27/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,120878.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,5.00,30260.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52076.00
44,2020,26/10/2020,01/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14886.00
11,2021,15/03/2021,21/03/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,1.00,2846.00
43,2022,24/10/2022,30/10/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,3,1.00,18494.00
31,2020,27/07/2020,02/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,23687.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,3.00,9903.00
30,2021,26/07/2021,01/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,2.00,10623.00
6,2021,08/02/2021,14/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3711.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,5.00,16688.00
3,2021,18/01/2021,24/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,4.00,5913.00
27,2022,04/07/2022,10/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,2.00,1593.00
11,2022,14/03/2022,20/03/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27581.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15330.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44705.00
35,2022,29/08/2022,04/09/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,2.00,13329.00
27,2020,29/06/2020,05/07/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13601.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2.00,19704.00
12,2020,16/03/2020,22/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7601.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,1.00,15584.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,1.00,8945.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,1.00,4017.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,31.00,10788.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,2.00,15073.00
49,2020,30/11/2020,06/12/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,26994.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,1.00,11678.00
28,2022,11/07/2022,17/07/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,18537.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,3.00,11678.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,2.00,15330.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14633.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29821.00
33,2021,16/08/2021,22/08/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2757.00
37,2022,12/09/2022,18/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10856.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,2.00,18487.00
38,2021,20/09/2021,26/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,2.00,5913.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,18562.00
19,2020,04/05/2020,10/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,7.00,10225.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,10.00,29821.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47267.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2285.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,43699.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,5.00,15330.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,15073.00
18,2021,03/05/2021,09/05/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3711.00
23,2021,07/06/2021,13/06/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15468.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,4,1.00,5767.00
9,2022,28/02/2022,06/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7274.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,8.00,10225.00
3,2022,17/01/2022,23/01/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8820.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,2.00,22858.00
29,2022,18/07/2022,24/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,2.00,43709.00
41,2021,11/10/2021,17/10/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8952.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3732.00
22,2020,25/05/2020,31/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,34588.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,51175.00
34,2020,17/08/2020,23/08/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17310.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,-1,3.00,245.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,12.00,34694.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5434.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,3.00,7423.00
17,2020,20/04/2020,26/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,3.00,13425.00
29,2022,18/07/2022,24/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,2.00,7896.00
8,2022,21/02/2022,27/02/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,3,1.00,3601.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,3.00,32295.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,57248.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,117929.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,10521.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,2.00,54703.00
16,2022,18/04/2022,24/04/2022,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9541.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,3.00,12252.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,3.00,34694.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,2.00,7300.00
43,2020,19/10/2020,25/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,4.00,3895.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,1.00,18668.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10788.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,2,1.00,73954.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42228.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5191.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29569.00
18,2020,27/04/2020,03/05/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8013.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,9.00,17763.00
21,2020,18/05/2020,24/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,4.00,27035.00
9,2022,28/02/2022,06/03/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,2.00,13669.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,5.00,11917.00
3,2022,17/01/2022,23/01/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12347.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,2.00,4704.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20126.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,2.00,49176.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,8.00,19599.00
45,2020,02/11/2020,08/11/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,60 a 69,4,1.00,3725.00
23,2020,01/06/2020,07/06/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,1.00,16785.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,4.00,11639.00
14,2020,30/03/2020,05/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,5.00,11916.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,20893.00
32,2020,03/08/2020,09/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8881.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,29569.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,462.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,19979.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,2.00,48174.00
30,2021,26/07/2021,01/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,5.00,13830.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,8.00,7538.00
39,2020,21/09/2020,27/09/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,2.00,3091.00
14,2022,04/04/2022,10/04/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10673.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,4.00,3923.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,49860.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14695.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,7.00,45812.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,3.00,4047.00
7,2022,14/02/2022,20/02/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,60 a 69,3,1.00,4709.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,14.00,10436.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,18562.00
43,2020,19/10/2020,25/10/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,2.00,9397.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,70166.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,2.00,46791.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,12.00,18405.00
1,2022,03/01/2022,09/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,24706.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,11.00,4882.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2473.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10929.00
16,2022,18/04/2022,24/04/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13669.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,1.00,36044.00
2,2022,10/01/2022,16/01/2022,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,2,1.00,1235.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,10.00,17658.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,2.00,20369.00
38,2021,20/09/2021,26/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,60 a 69,4,1.00,12062.00
44,2020,26/10/2020,01/11/2020,64,GIRONA,6400,GIRONA,Dona,45 a 59,3,1.00,51931.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,2.00,7274.00
24,2022,13/06/2022,19/06/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,15273.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,3,3.00,26062.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,12467.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,18439.00
37,2021,13/09/2021,19/09/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13830.00
37,2022,12/09/2022,18/09/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,1.00,10436.00
29,2021,19/07/2021,25/07/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,3.00,10612.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,8.00,17971.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,1.00,9828.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,1,2.00,30917.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,10.00,8880.00
21,2020,18/05/2020,24/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,4.00,3895.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,6.00,5034.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,51057.00
14,2020,30/03/2020,05/04/2020,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,1.00,9397.00
3,2021,18/01/2021,24/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,14947.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,8.00,30676.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1.00,30260.00
20,2021,17/05/2021,23/05/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2757.00
20,2020,11/05/2020,17/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,1.00,3732.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7300.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,3.00,4047.00
9,2022,28/02/2022,06/03/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,2.00,10436.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7538.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,2,3.00,127857.00
10,2020,02/03/2020,08/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,1.00,8103.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,4,1.00,19825.00
40,2020,28/09/2020,04/10/2020,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,36597.00
34,2021,23/08/2021,29/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,34629.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,16248.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,6.00,14633.00
46,2021,15/11/2021,21/11/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,4,1.00,5767.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,9.00,8172.00
41,2021,11/10/2021,17/10/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,1.00,32295.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,2.00,56178.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,1,2.00,30917.00
4,2021,25/01/2021,31/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,15 a 44,3,2.00,58393.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,12.00,16731.00
10,2021,08/03/2021,14/03/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3060.00
26,2020,22/06/2020,28/06/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2298.00
6,2022,07/02/2022,13/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,45 a 59,4,1.00,24821.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,6.00,15584.00
18,2022,02/05/2022,08/05/2022,64,GIRONA,6400,GIRONA,Dona,45 a 59,3,1.00,54079.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,13.00,18660.00
32,2022,08/08/2022,14/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,1.00,2473.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7300.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,2,1.00,19303.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,12252.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,15010.00
1,2021,04/01/2021,10/01/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,1.00,5486.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,2.00,19599.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7262.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,4.00,7262.00
2,2022,10/01/2022,16/01/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6453.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,5.00,10788.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,2.00,74589.00
14,2021,05/04/2021,11/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,6.00,30676.00
22,2022,30/05/2022,05/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,12467.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,3.00,30260.00
52,2020,21/12/2020,27/12/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,3.00,9008.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21256.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,2.00,18227.00
34,2022,22/08/2022,28/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,1.00,17718.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5034.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,11.00,45812.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,3.00,11639.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,54355.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,4,2.00,10656.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,4.00,3931.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7274.00
8,2022,21/02/2022,27/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,1.00,15330.00
2,2021,11/01/2021,17/01/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,3.00,1862.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,35570.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,6.00,19464.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,2,1.00,23388.00
25,2020,15/06/2020,21/06/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,38675.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,12.00,17658.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,15073.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12347.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1.00,30260.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,56178.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,2.00,34629.00
22,2022,30/05/2022,05/06/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,3.00,17434.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,21.00,7815.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,1.00,54703.00
10,2021,08/03/2021,14/03/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10623.00
